State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
Andaman And Nicobar Islands,2020,2,744301,3,565.0
Andaman And Nicobar Islands,2020,2,744104,2,513.0
Andaman And Nicobar Islands,2020,2,744101,1,282.0
Andaman And Nicobar Islands,2020,3,744112,9,3432.0
Andaman And Nicobar Islands,2020,3,744105,7,3948.0
Andaman And Nicobar Islands,2020,3,744101,5,2194.0
Andaman And Nicobar Islands,2020,3,744206,4,1620.0
Andaman And Nicobar Islands,2020,3,744107,3,1095.0
Andaman And Nicobar Islands,2020,3,744103,3,947.0
Andaman And Nicobar Islands,2020,3,744302,3,562.0
Andaman And Nicobar Islands,2020,3,744211,2,101.0
Andaman And Nicobar Islands,2020,3,744301,2,886.0
Andaman And Nicobar Islands,2020,3,744102,2,314.0
Andaman And Nicobar Islands,2020,4,744105,25,25659.0
Andaman And Nicobar Islands,2020,4,744101,23,29686.0
Andaman And Nicobar Islands,2020,4,744103,18,24904.0
Andaman And Nicobar Islands,2020,4,744102,17,25073.0
Andaman And Nicobar Islands,2020,4,744112,8,10459.0
Andaman And Nicobar Islands,2020,4,744106,6,4840.0
Andaman And Nicobar Islands,2020,4,744204,6,11659.0
Andaman And Nicobar Islands,2020,4,744104,4,10271.0
Andaman And Nicobar Islands,2020,4,744206,3,100.0
Andaman And Nicobar Islands,2020,4,744205,3,5235.0
Andaman And Nicobar Islands,2021,1,744105,47,53060.0
Andaman And Nicobar Islands,2021,1,744103,35,39985.0
Andaman And Nicobar Islands,2021,1,744101,33,24571.0
Andaman And Nicobar Islands,2021,1,744204,25,29635.0
Andaman And Nicobar Islands,2021,1,744202,12,17588.0
Andaman And Nicobar Islands,2021,1,744102,12,14085.0
Andaman And Nicobar Islands,2021,1,744104,9,7310.0
Andaman And Nicobar Islands,2021,1,744107,8,9253.0
Andaman And Nicobar Islands,2021,1,744205,7,11223.0
Andaman And Nicobar Islands,2021,1,744301,7,6612.0
Andaman And Nicobar Islands,2021,2,744103,36,33716.0
Andaman And Nicobar Islands,2021,2,744101,17,19787.0
Andaman And Nicobar Islands,2021,2,744105,15,17163.0
Andaman And Nicobar Islands,2021,2,744102,13,10326.0
Andaman And Nicobar Islands,2021,2,744204,10,10557.0
Andaman And Nicobar Islands,2021,2,744107,8,11459.0
Andaman And Nicobar Islands,2021,2,744202,6,9766.0
Andaman And Nicobar Islands,2021,2,744104,6,8889.0
Andaman And Nicobar Islands,2021,2,744205,6,12669.0
Andaman And Nicobar Islands,2021,2,744210,4,9430.0
Andaman And Nicobar Islands,2021,3,744105,70,82425.0
Andaman And Nicobar Islands,2021,3,744103,44,53909.0
Andaman And Nicobar Islands,2021,3,744101,26,29601.0
Andaman And Nicobar Islands,2021,3,744102,14,20616.0
Andaman And Nicobar Islands,2021,3,744204,13,20075.0
Andaman And Nicobar Islands,2021,3,744202,11,18134.0
Andaman And Nicobar Islands,2021,3,744112,11,14406.0
Andaman And Nicobar Islands,2021,3,744302,8,7247.0
Andaman And Nicobar Islands,2021,3,744107,6,6406.0
Andaman And Nicobar Islands,2021,3,744104,6,2221.0
Andaman And Nicobar Islands,2021,4,744105,194,232344.0
Andaman And Nicobar Islands,2021,4,744101,159,211326.0
Andaman And Nicobar Islands,2021,4,744103,133,168668.0
Andaman And Nicobar Islands,2021,4,744102,66,68931.0
Andaman And Nicobar Islands,2021,4,744301,32,53658.0
Andaman And Nicobar Islands,2021,4,744204,31,102213.0
Andaman And Nicobar Islands,2021,4,744104,24,31069.0
Andaman And Nicobar Islands,2021,4,744112,22,38599.0
Andaman And Nicobar Islands,2021,4,744202,21,23016.0
Andaman And Nicobar Islands,2021,4,744205,13,30437.0
Andaman And Nicobar Islands,2022,1,744103,174,226181.0
Andaman And Nicobar Islands,2022,1,744101,149,204646.0
Andaman And Nicobar Islands,2022,1,744105,137,218321.0
Andaman And Nicobar Islands,2022,1,744102,102,147402.0
Andaman And Nicobar Islands,2022,1,744112,36,39197.0
Andaman And Nicobar Islands,2022,1,744104,33,35406.0
Andaman And Nicobar Islands,2022,1,744107,28,36877.0
Andaman And Nicobar Islands,2022,1,744207,19,50799.0
Andaman And Nicobar Islands,2022,1,744301,16,33406.0
Andaman And Nicobar Islands,2022,1,744205,15,29159.0
Andaman And Nicobar Islands,2022,2,744103,97,156861.0
Andaman And Nicobar Islands,2022,2,744101,87,121168.0
Andaman And Nicobar Islands,2022,2,744105,78,137418.0
Andaman And Nicobar Islands,2022,2,744102,62,58453.0
Andaman And Nicobar Islands,2022,2,744104,26,32107.0
Andaman And Nicobar Islands,2022,2,744107,22,52244.0
Andaman And Nicobar Islands,2022,2,744211,19,25543.0
Andaman And Nicobar Islands,2022,2,744112,18,24391.0
Andaman And Nicobar Islands,2022,2,744301,14,28331.0
Andaman And Nicobar Islands,2022,2,744202,13,20817.0
Andaman And Nicobar Islands,2022,3,744103,151,198569.0
Andaman And Nicobar Islands,2022,3,744101,119,151539.0
Andaman And Nicobar Islands,2022,3,744105,101,106324.0
Andaman And Nicobar Islands,2022,3,744102,76,102757.0
Andaman And Nicobar Islands,2022,3,744104,31,35790.0
Andaman And Nicobar Islands,2022,3,744301,27,67604.0
Andaman And Nicobar Islands,2022,3,744202,27,53016.0
Andaman And Nicobar Islands,2022,3,744205,17,34250.0
Andaman And Nicobar Islands,2022,3,744107,16,29251.0
Andaman And Nicobar Islands,2022,3,744204,11,17184.0
Andaman And Nicobar Islands,2022,4,744103,199,299036.0
Andaman And Nicobar Islands,2022,4,744105,166,253344.0
Andaman And Nicobar Islands,2022,4,744101,146,163498.0
Andaman And Nicobar Islands,2022,4,744102,80,98862.0
Andaman And Nicobar Islands,2022,4,744202,43,68397.0
Andaman And Nicobar Islands,2022,4,744107,38,73829.0
Andaman And Nicobar Islands,2022,4,744104,31,55827.0
Andaman And Nicobar Islands,2022,4,744205,27,56611.0
Andaman And Nicobar Islands,2022,4,744211,27,59500.0
Andaman And Nicobar Islands,2022,4,744112,25,42024.0
Andaman And Nicobar Islands,2023,1,744103,236,286594.0
Andaman And Nicobar Islands,2023,1,744101,206,233281.0
Andaman And Nicobar Islands,2023,1,744105,164,256300.0
Andaman And Nicobar Islands,2023,1,744102,117,134841.0
Andaman And Nicobar Islands,2023,1,744107,30,54849.0
Andaman And Nicobar Islands,2023,1,744301,30,58745.0
Andaman And Nicobar Islands,2023,1,744112,29,49945.0
Andaman And Nicobar Islands,2023,1,744202,29,64193.0
Andaman And Nicobar Islands,2023,1,744205,27,40580.0
Andaman And Nicobar Islands,2023,1,744211,24,29149.0
Andaman And Nicobar Islands,2023,2,744103,171,341853.0
Andaman And Nicobar Islands,2023,2,744105,166,255069.0
Andaman And Nicobar Islands,2023,2,744101,134,189989.0
Andaman And Nicobar Islands,2023,2,744102,82,101875.0
Andaman And Nicobar Islands,2023,2,744104,27,34345.0
Andaman And Nicobar Islands,2023,2,744301,25,41299.0
Andaman And Nicobar Islands,2023,2,744207,22,43459.0
Andaman And Nicobar Islands,2023,2,744112,21,20427.0
Andaman And Nicobar Islands,2023,2,744107,20,24693.0
Andaman And Nicobar Islands,2023,2,744205,17,31404.0
Andaman And Nicobar Islands,2023,3,744103,191,306744.0
Andaman And Nicobar Islands,2023,3,744105,147,212575.0
Andaman And Nicobar Islands,2023,3,744101,143,213581.0
Andaman And Nicobar Islands,2023,3,744102,100,120875.0
Andaman And Nicobar Islands,2023,3,744202,35,60750.0
Andaman And Nicobar Islands,2023,3,744104,30,50544.0
Andaman And Nicobar Islands,2023,3,744112,26,46075.0
Andaman And Nicobar Islands,2023,3,744301,18,34636.0
Andaman And Nicobar Islands,2023,3,744205,16,25131.0
Andaman And Nicobar Islands,2023,3,744302,16,24369.0
Andaman And Nicobar Islands,2023,4,744103,268,415144.0
Andaman And Nicobar Islands,2023,4,744105,214,372312.0
Andaman And Nicobar Islands,2023,4,744101,181,241849.0
Andaman And Nicobar Islands,2023,4,744102,121,161224.0
Andaman And Nicobar Islands,2023,4,744104,64,80581.0
Andaman And Nicobar Islands,2023,4,744112,50,50671.0
Andaman And Nicobar Islands,2023,4,744107,42,71047.0
Andaman And Nicobar Islands,2023,4,744202,36,60749.0
Andaman And Nicobar Islands,2023,4,744301,24,52732.0
Andaman And Nicobar Islands,2023,4,744205,23,38962.0
Andaman And Nicobar Islands,2024,1,744103,302,456306.0
Andaman And Nicobar Islands,2024,1,744105,249,331342.0
Andaman And Nicobar Islands,2024,1,744101,223,287339.0
Andaman And Nicobar Islands,2024,1,744102,141,182213.0
Andaman And Nicobar Islands,2024,1,744202,59,110482.0
Andaman And Nicobar Islands,2024,1,744104,59,84757.0
Andaman And Nicobar Islands,2024,1,744112,52,62867.0
Andaman And Nicobar Islands,2024,1,744107,52,73449.0
Andaman And Nicobar Islands,2024,1,744207,40,62007.0
Andaman And Nicobar Islands,2024,1,744205,28,38204.0
Andaman And Nicobar Islands,2024,2,744103,285,438830.0
Andaman And Nicobar Islands,2024,2,744105,199,276393.0
Andaman And Nicobar Islands,2024,2,744101,157,251503.0
Andaman And Nicobar Islands,2024,2,744102,133,203605.0
Andaman And Nicobar Islands,2024,2,744112,49,77583.0
Andaman And Nicobar Islands,2024,2,744104,49,91213.0
Andaman And Nicobar Islands,2024,2,744107,34,52311.0
Andaman And Nicobar Islands,2024,2,744202,28,41210.0
Andaman And Nicobar Islands,2024,2,744211,28,43685.0
Andaman And Nicobar Islands,2024,2,744302,27,37685.0
Andhra Pradesh,2020,2,515001,540,86088.0
Andhra Pradesh,2020,2,515004,437,71761.0
Andhra Pradesh,2020,2,516360,339,55455.0
Andhra Pradesh,2020,2,516001,322,50705.0
Andhra Pradesh,2020,2,533005,301,46454.0
Andhra Pradesh,2020,2,517002,279,43236.0
Andhra Pradesh,2020,2,530016,262,41153.0
Andhra Pradesh,2020,2,517501,259,43013.0
Andhra Pradesh,2020,2,533103,258,43311.0
Andhra Pradesh,2020,2,515671,250,43610.0
Andhra Pradesh,2020,3,535003,968,195870.0
Andhra Pradesh,2020,3,524004,795,165322.0
Andhra Pradesh,2020,3,517501,777,172113.0
Andhra Pradesh,2020,3,517507,776,201732.0
Andhra Pradesh,2020,3,516001,746,161284.0
Andhra Pradesh,2020,3,524002,663,143659.0
Andhra Pradesh,2020,3,530016,661,156016.0
Andhra Pradesh,2020,3,524003,608,128862.0
Andhra Pradesh,2020,3,520010,542,116222.0
Andhra Pradesh,2020,3,516360,532,135236.0
Andhra Pradesh,2020,4,515001,292,120291.0
Andhra Pradesh,2020,4,516001,260,110284.0
Andhra Pradesh,2020,4,517501,234,139080.0
Andhra Pradesh,2020,4,530016,233,101891.0
Andhra Pradesh,2020,4,517507,228,123376.0
Andhra Pradesh,2020,4,530026,215,132499.0
Andhra Pradesh,2020,4,524002,211,99952.0
Andhra Pradesh,2020,4,522004,201,102846.0
Andhra Pradesh,2020,4,522001,196,110129.0
Andhra Pradesh,2020,4,522003,181,79955.0
Andhra Pradesh,2021,1,530016,287,144342.0
Andhra Pradesh,2021,1,516001,258,130242.0
Andhra Pradesh,2021,1,530026,250,114038.0
Andhra Pradesh,2021,1,517501,249,105904.0
Andhra Pradesh,2021,1,520010,224,135466.0
Andhra Pradesh,2021,1,517507,215,169433.0
Andhra Pradesh,2021,1,522001,210,85999.0
Andhra Pradesh,2021,1,520012,178,127092.0
Andhra Pradesh,2021,1,524002,178,100699.0
Andhra Pradesh,2021,1,520011,177,70827.0
Andhra Pradesh,2021,2,523002,1409,631953.0
Andhra Pradesh,2021,2,523001,537,293906.0
Andhra Pradesh,2021,2,517501,374,208258.0
Andhra Pradesh,2021,2,517507,347,265432.0
Andhra Pradesh,2021,2,530016,323,204624.0
Andhra Pradesh,2021,2,534002,293,124158.0
Andhra Pradesh,2021,2,534006,284,112884.0
Andhra Pradesh,2021,2,515001,271,168382.0
Andhra Pradesh,2021,2,516001,268,144765.0
Andhra Pradesh,2021,2,524002,262,130466.0
Andhra Pradesh,2021,3,520010,299,246736.0
Andhra Pradesh,2021,3,520011,283,194552.0
Andhra Pradesh,2021,3,517507,282,246665.0
Andhra Pradesh,2021,3,516001,281,218927.0
Andhra Pradesh,2021,3,517501,281,190890.0
Andhra Pradesh,2021,3,530026,276,201084.0
Andhra Pradesh,2021,3,520001,252,185104.0
Andhra Pradesh,2021,3,530016,247,181981.0
Andhra Pradesh,2021,3,520007,234,183730.0
Andhra Pradesh,2021,3,524004,230,154696.0
Andhra Pradesh,2021,4,524004,568,468698.0
Andhra Pradesh,2021,4,524002,373,385590.0
Andhra Pradesh,2021,4,517501,372,394057.0
Andhra Pradesh,2021,4,517507,365,376592.0
Andhra Pradesh,2021,4,516001,301,298417.0
Andhra Pradesh,2021,4,530016,293,386711.0
Andhra Pradesh,2021,4,520010,254,242094.0
Andhra Pradesh,2021,4,522001,249,252587.0
Andhra Pradesh,2021,4,530026,238,269565.0
Andhra Pradesh,2021,4,520011,235,238426.0
Andhra Pradesh,2022,1,523001,501,553651.0
Andhra Pradesh,2022,1,523002,418,422786.0
Andhra Pradesh,2022,1,524004,365,352581.0
Andhra Pradesh,2022,1,517507,361,617403.0
Andhra Pradesh,2022,1,517501,352,477461.0
Andhra Pradesh,2022,1,530016,349,394098.0
Andhra Pradesh,2022,1,516001,346,403725.0
Andhra Pradesh,2022,1,530026,307,312518.0
Andhra Pradesh,2022,1,520010,297,370767.0
Andhra Pradesh,2022,1,520007,294,413180.0
Andhra Pradesh,2022,2,520010,394,411471.0
Andhra Pradesh,2022,2,530016,379,457895.0
Andhra Pradesh,2022,2,517507,376,510705.0
Andhra Pradesh,2022,2,517501,363,390709.0
Andhra Pradesh,2022,2,520011,359,347013.0
Andhra Pradesh,2022,2,524002,347,400810.0
Andhra Pradesh,2022,2,516001,344,354936.0
Andhra Pradesh,2022,2,523001,336,298809.0
Andhra Pradesh,2022,2,523002,318,410402.0
Andhra Pradesh,2022,2,520007,306,355690.0
Andhra Pradesh,2022,3,524002,485,506293.0
Andhra Pradesh,2022,3,517507,478,633331.0
Andhra Pradesh,2022,3,517501,477,602653.0
Andhra Pradesh,2022,3,520010,463,496114.0
Andhra Pradesh,2022,3,520011,444,463855.0
Andhra Pradesh,2022,3,516001,443,510288.0
Andhra Pradesh,2022,3,530026,421,437652.0
Andhra Pradesh,2022,3,530016,420,408060.0
Andhra Pradesh,2022,3,520001,411,343460.0
Andhra Pradesh,2022,3,524004,392,408836.0
Andhra Pradesh,2022,4,517507,596,856272.0
Andhra Pradesh,2022,4,516001,550,602897.0
Andhra Pradesh,2022,4,517501,543,549451.0
Andhra Pradesh,2022,4,523002,488,441856.0
Andhra Pradesh,2022,4,530016,457,650737.0
Andhra Pradesh,2022,4,517326,416,288926.0
Andhra Pradesh,2022,4,524002,416,588408.0
Andhra Pradesh,2022,4,520011,413,432671.0
Andhra Pradesh,2022,4,522001,407,369435.0
Andhra Pradesh,2022,4,530026,407,458462.0
Andhra Pradesh,2023,1,517507,468,848915.0
Andhra Pradesh,2023,1,530016,463,635433.0
Andhra Pradesh,2023,1,517501,456,788976.0
Andhra Pradesh,2023,1,520011,407,518326.0
Andhra Pradesh,2023,1,516001,396,538812.0
Andhra Pradesh,2023,1,524002,383,483768.0
Andhra Pradesh,2023,1,520010,377,446022.0
Andhra Pradesh,2023,1,530026,367,455958.0
Andhra Pradesh,2023,1,520012,353,481246.0
Andhra Pradesh,2023,1,520007,345,417747.0
Andhra Pradesh,2023,2,517507,616,969092.0
Andhra Pradesh,2023,2,517501,537,696700.0
Andhra Pradesh,2023,2,520010,472,547680.0
Andhra Pradesh,2023,2,530016,452,526796.0
Andhra Pradesh,2023,2,520007,433,549179.0
Andhra Pradesh,2023,2,524002,412,546644.0
Andhra Pradesh,2023,2,520011,405,443320.0
Andhra Pradesh,2023,2,520001,394,377868.0
Andhra Pradesh,2023,2,524004,371,636260.0
Andhra Pradesh,2023,2,516001,370,505187.0
Andhra Pradesh,2023,3,517507,681,926705.0
Andhra Pradesh,2023,3,517501,589,770236.0
Andhra Pradesh,2023,3,530016,577,720125.0
Andhra Pradesh,2023,3,520010,533,663947.0
Andhra Pradesh,2023,3,520007,527,675611.0
Andhra Pradesh,2023,3,520011,524,479426.0
Andhra Pradesh,2023,3,530026,520,483441.0
Andhra Pradesh,2023,3,524002,482,536352.0
Andhra Pradesh,2023,3,524004,431,581425.0
Andhra Pradesh,2023,3,516001,412,534212.0
Andhra Pradesh,2023,4,530016,563,837356.0
Andhra Pradesh,2023,4,517507,557,1066470.0
Andhra Pradesh,2023,4,530026,495,565504.0
Andhra Pradesh,2023,4,517501,453,752992.0
Andhra Pradesh,2023,4,524002,434,553778.0
Andhra Pradesh,2023,4,520011,412,463576.0
Andhra Pradesh,2023,4,520007,407,516110.0
Andhra Pradesh,2023,4,520010,389,513516.0
Andhra Pradesh,2023,4,530046,378,607798.0
Andhra Pradesh,2023,4,520001,369,418525.0
Andhra Pradesh,2024,1,530016,548,763795.0
Andhra Pradesh,2024,1,517507,531,915457.0
Andhra Pradesh,2024,1,517501,494,749467.0
Andhra Pradesh,2024,1,520010,480,529119.0
Andhra Pradesh,2024,1,530026,466,524957.0
Andhra Pradesh,2024,1,517326,439,244562.0
Andhra Pradesh,2024,1,520007,432,691745.0
Andhra Pradesh,2024,1,524002,428,666708.0
Andhra Pradesh,2024,1,530046,386,614874.0
Andhra Pradesh,2024,1,520011,372,445394.0
Andhra Pradesh,2024,2,530016,567,878988.0
Andhra Pradesh,2024,2,517507,515,883412.0
Andhra Pradesh,2024,2,517501,467,775196.0
Andhra Pradesh,2024,2,530014,418,347441.0
Andhra Pradesh,2024,2,524002,412,646264.0
Andhra Pradesh,2024,2,530026,406,395729.0
Andhra Pradesh,2024,2,520010,402,511790.0
Andhra Pradesh,2024,2,530046,376,611203.0
Andhra Pradesh,2024,2,524004,363,574695.0
Andhra Pradesh,2024,2,520007,354,541505.0
Arunachal Pradesh,2020,2,791113,21,3445.0
Arunachal Pradesh,2020,2,791110,6,1304.0
Arunachal Pradesh,2020,2,791001,5,1124.0
Arunachal Pradesh,2020,2,792056,5,1064.0
Arunachal Pradesh,2020,2,792130,4,744.0
Arunachal Pradesh,2020,2,791109,3,811.0
Arunachal Pradesh,2020,2,792120,3,739.0
Arunachal Pradesh,2020,2,790104,3,827.0
Arunachal Pradesh,2020,2,791111,3,744.0
Arunachal Pradesh,2020,2,792103,2,939.0
Arunachal Pradesh,2020,3,791110,21,4213.0
Arunachal Pradesh,2020,3,791102,19,9111.0
Arunachal Pradesh,2020,3,791111,17,5506.0
Arunachal Pradesh,2020,3,791112,10,2281.0
Arunachal Pradesh,2020,3,791001,6,2236.0
Arunachal Pradesh,2020,3,791123,6,1540.0
Arunachal Pradesh,2020,3,791113,6,2236.0
Arunachal Pradesh,2020,3,790116,6,1512.0
Arunachal Pradesh,2020,3,792001,5,796.0
Arunachal Pradesh,2020,3,792110,4,843.0
Arunachal Pradesh,2020,4,791113,18,5383.0
Arunachal Pradesh,2020,4,791110,13,7819.0
Arunachal Pradesh,2020,4,791111,10,4999.0
Arunachal Pradesh,2020,4,792110,9,1981.0
Arunachal Pradesh,2020,4,791102,8,5359.0
Arunachal Pradesh,2020,4,790003,6,10016.0
Arunachal Pradesh,2020,4,790001,5,4355.0
Arunachal Pradesh,2020,4,790105,4,5434.0
Arunachal Pradesh,2020,4,790104,4,2973.0
Arunachal Pradesh,2020,4,791109,4,888.0
Arunachal Pradesh,2021,1,791110,21,32836.0
Arunachal Pradesh,2021,1,791111,18,6658.0
Arunachal Pradesh,2021,1,791102,17,8055.0
Arunachal Pradesh,2021,1,791113,16,9549.0
Arunachal Pradesh,2021,1,792103,11,1983.0
Arunachal Pradesh,2021,1,792001,9,2577.0
Arunachal Pradesh,2021,1,790104,9,8819.0
Arunachal Pradesh,2021,1,790116,7,3646.0
Arunachal Pradesh,2021,1,791122,7,4237.0
Arunachal Pradesh,2021,1,791001,7,3690.0
Arunachal Pradesh,2021,2,791110,26,14352.0
Arunachal Pradesh,2021,2,791001,20,15346.0
Arunachal Pradesh,2021,2,791111,15,39804.0
Arunachal Pradesh,2021,2,792103,14,9960.0
Arunachal Pradesh,2021,2,792110,14,8091.0
Arunachal Pradesh,2021,2,792001,12,19837.0
Arunachal Pradesh,2021,2,791113,10,4357.0
Arunachal Pradesh,2021,2,791120,10,4236.0
Arunachal Pradesh,2021,2,791109,9,9677.0
Arunachal Pradesh,2021,2,791112,8,20976.0
Arunachal Pradesh,2021,3,791001,21,57300.0
Arunachal Pradesh,2021,3,791102,20,30911.0
Arunachal Pradesh,2021,3,791111,20,62172.0
Arunachal Pradesh,2021,3,791110,16,18773.0
Arunachal Pradesh,2021,3,792103,15,35018.0
Arunachal Pradesh,2021,3,790116,13,12529.0
Arunachal Pradesh,2021,3,792110,13,11845.0
Arunachal Pradesh,2021,3,792129,10,25474.0
Arunachal Pradesh,2021,3,792001,7,12333.0
Arunachal Pradesh,2021,3,791120,6,11875.0
Arunachal Pradesh,2021,4,791110,44,84245.0
Arunachal Pradesh,2021,4,791111,31,62422.0
Arunachal Pradesh,2021,4,791113,23,42208.0
Arunachal Pradesh,2021,4,791001,17,27105.0
Arunachal Pradesh,2021,4,792103,16,24037.0
Arunachal Pradesh,2021,4,790001,14,19900.0
Arunachal Pradesh,2021,4,791109,14,15990.0
Arunachal Pradesh,2021,4,790104,13,18120.0
Arunachal Pradesh,2021,4,792130,12,30185.0
Arunachal Pradesh,2021,4,792110,11,12440.0
Arunachal Pradesh,2022,1,791111,51,124161.0
Arunachal Pradesh,2022,1,791110,34,58358.0
Arunachal Pradesh,2022,1,791113,29,95648.0
Arunachal Pradesh,2022,1,791102,21,46778.0
Arunachal Pradesh,2022,1,790116,21,42054.0
Arunachal Pradesh,2022,1,792129,14,55170.0
Arunachal Pradesh,2022,1,792001,13,22997.0
Arunachal Pradesh,2022,1,791109,12,12811.0
Arunachal Pradesh,2022,1,792056,10,13617.0
Arunachal Pradesh,2022,1,792110,10,17012.0
Arunachal Pradesh,2022,2,791110,97,272742.0
Arunachal Pradesh,2022,2,791111,95,210496.0
Arunachal Pradesh,2022,2,791113,59,126741.0
Arunachal Pradesh,2022,2,791109,30,77784.0
Arunachal Pradesh,2022,2,791102,25,94817.0
Arunachal Pradesh,2022,2,791001,24,54485.0
Arunachal Pradesh,2022,2,790104,22,55603.0
Arunachal Pradesh,2022,2,792001,17,45749.0
Arunachal Pradesh,2022,2,791123,15,22207.0
Arunachal Pradesh,2022,2,791112,14,42189.0
Arunachal Pradesh,2022,3,791111,98,283474.0
Arunachal Pradesh,2022,3,791110,67,151232.0
Arunachal Pradesh,2022,3,791102,32,53678.0
Arunachal Pradesh,2022,3,791109,29,36024.0
Arunachal Pradesh,2022,3,791113,25,56908.0
Arunachal Pradesh,2022,3,790104,19,97783.0
Arunachal Pradesh,2022,3,791001,18,88301.0
Arunachal Pradesh,2022,3,791123,17,38512.0
Arunachal Pradesh,2022,3,792110,17,26960.0
Arunachal Pradesh,2022,3,790102,15,25996.0
Arunachal Pradesh,2022,4,791111,86,169298.0
Arunachal Pradesh,2022,4,791110,80,153335.0
Arunachal Pradesh,2022,4,791102,29,52395.0
Arunachal Pradesh,2022,4,791001,28,60464.0
Arunachal Pradesh,2022,4,791113,27,98039.0
Arunachal Pradesh,2022,4,792001,25,50628.0
Arunachal Pradesh,2022,4,792103,24,54947.0
Arunachal Pradesh,2022,4,792110,23,56348.0
Arunachal Pradesh,2022,4,790104,23,65530.0
Arunachal Pradesh,2022,4,791112,22,42213.0
Arunachal Pradesh,2023,1,791110,74,172651.0
Arunachal Pradesh,2023,1,791111,56,229802.0
Arunachal Pradesh,2023,1,791113,42,107932.0
Arunachal Pradesh,2023,1,791102,39,77754.0
Arunachal Pradesh,2023,1,790104,36,151958.0
Arunachal Pradesh,2023,1,791001,31,92735.0
Arunachal Pradesh,2023,1,790116,19,46603.0
Arunachal Pradesh,2023,1,791109,17,26106.0
Arunachal Pradesh,2023,1,792110,17,32562.0
Arunachal Pradesh,2023,1,792121,17,56453.0
Arunachal Pradesh,2023,2,791110,94,280971.0
Arunachal Pradesh,2023,2,791111,61,210621.0
Arunachal Pradesh,2023,2,791113,48,172799.0
Arunachal Pradesh,2023,2,791102,43,133976.0
Arunachal Pradesh,2023,2,792103,30,79156.0
Arunachal Pradesh,2023,2,791001,30,89674.0
Arunachal Pradesh,2023,2,791123,29,41320.0
Arunachal Pradesh,2023,2,792110,29,51944.0
Arunachal Pradesh,2023,2,790104,26,101946.0
Arunachal Pradesh,2023,2,792001,25,53846.0
Arunachal Pradesh,2023,3,791110,91,197412.0
Arunachal Pradesh,2023,3,791111,76,203612.0
Arunachal Pradesh,2023,3,791102,48,106325.0
Arunachal Pradesh,2023,3,791113,45,145263.0
Arunachal Pradesh,2023,3,792110,39,140365.0
Arunachal Pradesh,2023,3,792103,33,50413.0
Arunachal Pradesh,2023,3,791123,30,62165.0
Arunachal Pradesh,2023,3,790104,28,89165.0
Arunachal Pradesh,2023,3,792129,26,82497.0
Arunachal Pradesh,2023,3,791109,26,45255.0
Arunachal Pradesh,2023,4,791110,106,279822.0
Arunachal Pradesh,2023,4,791111,87,241478.0
Arunachal Pradesh,2023,4,791113,60,164868.0
Arunachal Pradesh,2023,4,791001,50,124355.0
Arunachal Pradesh,2023,4,792103,40,108659.0
Arunachal Pradesh,2023,4,790104,36,146680.0
Arunachal Pradesh,2023,4,792110,35,81825.0
Arunachal Pradesh,2023,4,791102,29,81558.0
Arunachal Pradesh,2023,4,792001,26,60980.0
Arunachal Pradesh,2023,4,791123,24,71486.0
Arunachal Pradesh,2024,1,791110,126,258768.0
Arunachal Pradesh,2024,1,791111,105,296463.0
Arunachal Pradesh,2024,1,791113,83,149366.0
Arunachal Pradesh,2024,1,791102,76,171426.0
Arunachal Pradesh,2024,1,791001,52,128932.0
Arunachal Pradesh,2024,1,792110,48,123833.0
Arunachal Pradesh,2024,1,792001,43,92713.0
Arunachal Pradesh,2024,1,791109,42,66049.0
Arunachal Pradesh,2024,1,792103,40,80498.0
Arunachal Pradesh,2024,1,790104,40,81575.0
Arunachal Pradesh,2024,2,790104,176,109202.0
Arunachal Pradesh,2024,2,791110,124,303724.0
Arunachal Pradesh,2024,2,791111,93,287734.0
Arunachal Pradesh,2024,2,791113,64,131979.0
Arunachal Pradesh,2024,2,791001,51,129656.0
Arunachal Pradesh,2024,2,791102,39,95471.0
Arunachal Pradesh,2024,2,792110,38,102160.0
Arunachal Pradesh,2024,2,792001,37,51507.0
Arunachal Pradesh,2024,2,790116,34,70161.0
Arunachal Pradesh,2024,2,792103,34,77380.0
Assam,2020,2,781022,36,6530.0
Assam,2020,2,781038,36,6424.0
Assam,2020,2,781032,30,5864.0
Assam,2020,2,781006,23,3630.0
Assam,2020,2,781018,20,3512.0
Assam,2020,2,781001,20,3646.0
Assam,2020,2,781005,19,3763.0
Assam,2020,2,783380,17,3851.0
Assam,2020,2,781019,17,2587.0
Assam,2020,2,786171,16,2911.0
Assam,2020,3,781032,84,19733.0
Assam,2020,3,781022,44,13672.0
Assam,2020,3,781001,42,11968.0
Assam,2020,3,781005,41,10227.0
Assam,2020,3,781038,41,11250.0
Assam,2020,3,783380,40,11182.0
Assam,2020,3,781007,38,13564.0
Assam,2020,3,781028,34,7155.0
Assam,2020,3,781020,33,8122.0
Assam,2020,3,781018,29,8620.0
Assam,2020,4,781032,57,43429.0
Assam,2020,4,781022,55,38700.0
Assam,2020,4,781011,32,14866.0
Assam,2020,4,781007,30,37778.0
Assam,2020,4,781028,27,33443.0
Assam,2020,4,783380,27,16998.0
Assam,2020,4,781019,27,33793.0
Assam,2020,4,781038,26,17089.0
Assam,2020,4,782002,26,9959.0
Assam,2020,4,781012,25,16120.0
Assam,2021,1,781022,81,81773.0
